timestamp,kiln_temp,motor_load,feeder_rate,emissions,vibration,pressure,fuel_rate,raw_feed,grinding_power
2025-09-15 00:00:00,1154.9671415301123,81.82247669034605,8.01012584318064,0.05238420258821457,0.2052614474468878,1.2169168667710193,35.8445630795875,210.73345780386643,315.1503049872401
2025-09-15 00:10:00,1148.617356988288,82.20868341379946,7.810167696779336,0.04877235466508932,0.20378380144764777,1.200485945536015,27.412197000243975,193.04699419101922,270.3603353505102
2025-09-15 00:20:00,1156.476885381007,81.0097316555081,9.71697909119317,0.05933985717259205,0.1966636260158323,1.2536177910652433,34.725461666818866,203.31136621036458,290.36325136502103
2025-09-15 00:30:00,1165.2302985640802,78.92936596049633,11.21920151425756,0.05223175364468501,0.2011821291248051,1.1882679032569154,33.60063567499713,212.40336310529298,296.93579646204745
2025-09-15 00:40:00,1147.6584662527666,80.56522252878194,7.1354184699130965,0.045016636930650326,0.198730545873168,1.1081333023857065,30.288277813256183,202.29298867214902,290.8662362724328
2025-09-15 00:50:00,1147.658630430508,78.46314925546716,9.383201345373774,0.05401082967561644,0.1944701668755608,1.2031584116659257,23.620800342047414,200.1759576916113,302.4260816840622
2025-09-15 01:00:00,1178.7330804102,81.81607467752049,10.91040616399258,0.06138886552918072,0.23499742713473948,1.2715276854313302,29.13787602242285,203.77750588825052,314.39361019461904
2025-09-15 01:10:00,1170.6152995466553,83.23425799217571,12.41910275554121,0.06481031515998559,0.21981621502002976,1.3157105695656928,33.46136208852911,199.27574392115804,312.1860255404122
2025-09-15 01:20:00,1158.2462083957766,83.30118698244493,10.027288608075969,0.06262028411293188,0.21029696178812296,1.1529743144752989,32.38995986940517,206.32411306332094,309.25929829963553
2025-09-15 01:30:00,1168.3665526909858,81.87919842257071,11.301316619290219,0.05717430121078475,0.2021327273915734,1.2944677937178077,30.297717054983995,213.04070201117048,297.84557538493783
2025-09-15 01:40:00,1158.3067753270016,81.44834355789808,10.556595906437542,0.057560199296377304,0.22719114472314414,1.334984268855359,28.395274833971285,200.29778264570962,291.1409494627274
2025-09-15 01:50:00,1158.2836547194236,84.23279536121284,8.283616256163977,0.04837336595301249,0.20664123486910327,1.1976790650627234,33.341148833363114,196.7897888777453,307.27665870784807
2025-09-15 02:00:00,1177.4196227156604,83.22346863054318,12.139188352414754,0.06748347784816922,0.23439549241905233,1.1902921344566595,37.17248798450346,195.935039661953,304.6655283497998
2025-09-15 02:10:00,1155.867197553422,85.79008598370301,10.508756383127393,0.05393071870664489,0.19750628085122585,1.1913856767881756,30.76021632952064,196.85633504771394,286.64212856768916
2025-09-15 02:20:00,1157.7508216748697,81.90610145875006,10.895809723418076,0.05624060224823593,0.21083092069704312,1.2162018917183084,33.890769498532165,201.7569622899657,312.8137715153627
2025-09-15 02:30:00,1169.3771247075904,78.4161869524474,14.895093941815846,0.05646070199361822,0.20634867707234295,1.2669436431655263,30.352818054357638,213.8087536164608,321.70186894805914
